"id","awayPrice","homePrice","exchangeId","gameId"
1835,0.58,1.50,2,3955
1836,0.58,1.50,2,3957
1837,1.60,0.55,2,3956
1838,1.30,0.66,2,3958
1839,1.35,0.64,2,3959
1840,1.25,0.68,2,3960
1841,1.25,0.68,2,3961
1842,1.05,0.80,2,3962
1843,2.30,0.35,2,3964
1844,0.74,1.15,2,3965
1845,1.70,0.50,2,3963
1846,0.68,1.25,2,3967
1847,1.70,0.50,2,3966
1848,1.35,0.64,2,3968
1849,0.95,0.86,2,3970
1850,0.80,1.05,2,3969
1851,1.40,0.62,2,3971
1852,1.65,0.54,2,3972
1853,1.70,0.50,2,3973
1854,1.35,0.64,2,3974
1855,0.83,1.00,2,3975
1856,0.86,0.95,2,3977
1857,1.75,0.47,2,3976
1859,1.75,0.47,2,3980
1860,1.25,0.68,2,3979
1861,0.90,0.90,2,3982
1862,1.10,0.76,2,3981
1863,1.35,0.64,2,3984
1864,1.60,0.55,2,3985
1865,1.60,0.55,2,3983
1866,1.35,0.64,2,3986
1867,1.15,0.74,2,3987
1869,1.50,0.58,2,3989
1870,1.30,0.66,2,3990
1871,1.50,0.58,2,4006
1872,1.20,0.71,2,4007
1873,0.68,1.25,2,4008
1874,1.05,0.80,2,4009
1875,0.90,0.90,2,4010
1876,0.90,0.90,2,4016
1877,0.57,1.55,2,4013
1878,1.35,0.64,2,4014
1879,1.45,0.60,2,4015
1880,0.66,1.30,2,4011
1881,0.55,1.60,2,4012
1882,1.05,0.80,2,4017
1883,0.64,1.35,2,4018
1884,0.47,1.75,2,4019
1885,0.90,0.90,2,4020
1886,1.20,0.71,2,4021
1887,1.05,0.80,2,4025
1888,0.50,1.70,2,4024
1889,1.00,0.83,2,4023
1890,0.95,0.86,2,4022
1891,0.90,0.90,2,4026
1892,0.64,1.35,2,4027
1893,0.86,0.95,2,4028
1894,1.70,0.50,2,4030
1895,1.35,0.64,2,4031
1896,0.76,1.10,2,4029
1897,0.68,1.25,2,4032
1898,0.64,1.35,2,4033
1899,0.90,0.90,2,4034
